timestamp,open,high,low,close,volume,symbol
2026-09-04 07:00:00,81140.0,81338.0,81078.0,81270.37,407.99233,BTCUSDT
2026-09-04 08:00:00,81270.37,81427.75,80960.0,80972.12,643.20132,BTCUSDT
2026-09-04 09:00:00,80972.11,81097.92,80759.52,80968.01,505.56595,BTCUSDT
2026-09-04 10:00:00,80968.01,80968.01,80669.45,80831.99,433.77504,BTCUSDT
2026-09-04 11:00:00,80832.0,81021.8,80806.0,80850.0,523.81704,BTCUSDT
2026-09-04 12:00:00,80850.01,81288.0,80820.0,81070.54,602.46481,BTCUSDT
2026-09-04 13:00:00,81070.54,81143.3,80863.03,80996.15,593.73244,BTCUSDT
2026-09-04 14:00:00,80996.15,81090.0,80573.21,80797.39,435.61525,BTCUSDT
2026-09-04 15:00:00,80797.4,80966.75,80641.65,80656.87,705.83482,BTCUSDT
2026-09-04 16:00:00,80656.86,81237.0,80502.87,81147.16,754.04554,BTCUSDT
2026-09-04 17:00:00,81147.16,81310.0,80934.24,81056.63,968.87345,BTCUSDT
2026-09-04 18:00:00,81056.63,81124.0,80976.0,81123.11,36.99908,BTCUSDT
2026-09-02 17:00:00,2393.15,2400.0,2366.9,2376.61,28573.6103,ETHUSDT
2026-09-02 18:00:00,2376.62,2376.89,2356.41,2372.76,18785.4313,ETHUSDT
2026-09-02 19:00:00,2372.73,2382.28,2367.52,2381.88,16350.494,ETHUSDT
2026-09-02 20:00:00,2381.87,2390.0,2377.21,2377.65,13001.5802,ETHUSDT
2026-09-02 21:00:00,2377.65,2419.72,2377.64,2402.99,26280.6169,ETHUSDT
2026-09-02 22:00:00,2403.0,2410.9,2393.15,2394.45,13599.7026,ETHUSDT
2026-09-02 23:00:00,2394.46,2399.09,2379.01,2390.98,17063.4731,ETHUSDT
2026-09-03 00:00:00,2390.98,2404.8,2384.81,2386.2,12579.0998,ETHUSDT
2026-09-03 01:00:00,2386.21,2394.3,2372.55,2393.77,11843.1228,ETHUSDT
2026-09-03 02:00:00,2393.77,2399.91,2390.39,2394.93,7984.9934,ETHUSDT
2026-09-03 03:00:00,2394.92,2396.67,2383.14,2392.99,6876.8741,ETHUSDT
2026-09-03 04:00:00,2393.0,2399.74,2386.08,2393.56,7723.3638,ETHUSDT
2026-09-03 05:00:00,2393.56,2395.09,2389.38,2390.15,4092.8953,ETHUSDT
2026-09-03 06:00:00,2390.14,2390.15,2378.64,2379.81,6113.3481,ETHUSDT
2026-09-03 07:00:00,2379.81,2393.63,2377.77,2391.92,5354.9078,ETHUSDT
2026-09-03 08:00:00,2391.91,2395.41,2379.26,2379.84,6844.055,ETHUSDT
2026-09-03 09:00:00,2379.82,2394.61,2370.14,2386.81,10881.7295,ETHUSDT
2026-09-03 10:00:00,2386.8,2409.73,2382.53,2406.08,10233.8414,ETHUSDT
2026-09-03 11:00:00,2406.09,2410.94,2399.78,2403.3,7732.3578,ETHUSDT
2026-09-03 12:00:00,2403.29,2408.31,2396.94,2408.31,6243.5054,ETHUSDT
2026-09-03 13:00:00,2408.3,2410.0,2379.41,2404.81,11195.7719,ETHUSDT
2026-09-03 14:00:00,2404.82,2410.24,2400.37,2408.6,9065.6667,ETHUSDT
2026-09-03 15:00:00,2408.6,2419.33,2395.85,2398.68,14022.8773,ETHUSDT
2026-09-03 16:00:00,2398.68,2413.04,2398.67,2403.69,10453.2385,ETHUSDT
2026-09-03 17:00:00,2403.69,2407.64,2393.57,2393.58,8785.3227,ETHUSDT
2026-09-03 18:00:00,2393.57,2398.86,2390.0,2396.83,8074.5748,ETHUSDT
2026-09-03 19:00:00,2396.83,2411.35,2395.71,2407.2,9413.2046,ETHUSDT
2026-09-03 20:00:00,2407.2,2427.0,2405.09,2423.27,18391.3684,ETHUSDT
2026-09-03 21:00:00,2423.27,2436.21,2415.87,2430.17,21659.4411,ETHUSDT
2026-09-03 22:00:00,2430.17,2489.9,2425.71,2489.46,47006.2579,ETHUSDT
2026-09-03 23:00:00,2489.46,2517.17,2479.2,2516.58,42850.9652,ETHUSDT
2026-09-04 00:00:00,2516.58,2519.0,2488.38,2494.09,22057.2758,ETHUSDT
2026-09-04 01:00:00,2494.1,2506.0,2492.08,2500.49,10361.0627,ETHUSDT
2026-09-04 02:00:00,2500.49,2514.45,2498.37,2512.8,11556.1404,ETHUSDT
2026-09-04 03:00:00,2512.8,2529.84,2507.19,2518.18,22665.2886,ETHUSDT
2026-09-04 04:00:00,2518.18,2518.3,2502.37,2505.13,10814.7169,ETHUSDT
2026-09-04 05:00:00,2505.13,2526.19,2500.62,2511.19,14072.202,ETHUSDT
2026-09-04 06:00:00,2511.19,2512.57,2490.13,2496.54,9755.5402,ETHUSDT
2026-09-04 07:00:00,2496.54,2509.16,2495.5,2507.51,7010.8961,ETHUSDT
2026-09-04 08:00:00,2507.5,2515.76,2500.86,2501.48,10804.5221,ETHUSDT
2026-09-04 09:00:00,2501.48,2509.91,2497.26,2506.79,7309.6194,ETHUSDT
2026-09-04 10:00:00,2506.79,2507.74,2497.05,2507.74,7193.0964,ETHUSDT
2026-09-04 11:00:00,2507.74,2517.2,2505.13,2505.14,10488.2307,ETHUSDT
2026-09-04 12:00:00,2505.14,2525.0,2502.55,2509.4,13547.6521,ETHUSDT
2026-09-04 13:00:00,2509.41,2516.56,2504.52,2509.25,9901.2486,ETHUSDT
2026-09-04 14:00:00,2509.25,2519.08,2500.19,2508.19,10042.2299,ETHUSDT
2026-09-04 15:00:00,2508.19,2516.5,2503.86,2504.39,17960.4854,ETHUSDT
2026-09-04 16:00:00,2504.39,2534.47,2503.4,2527.15,24642.6367,ETHUSDT
2026-09-04 17:00:00,2527.16,2546.66,2519.5,2521.33,30131.7703,ETHUSDT
2026-09-04 18:00:00,2521.33,2524.99,2518.41,2524.61,1124.5756,ETHUSDT
2026-09-02 17:00:00,683.57,686.75,681.75,683.54,5892.33,BNBUSDT
2026-09-02 18:00:00,683.54,684.0,680.41,683.01,4360.596,BNBUSDT
2026-09-02 19:00:00,683.01,684.21,680.96,683.84,5242.005,BNBUSDT
2026-09-02 20:00:00,683.84,685.71,682.86,683.16,2740.628,BNBUSDT
2026-09-02 21:00:00,683.17,689.52,683.16,687.47,6201.473,BNBUSDT
2026-09-02 22:00:00,687.47,689.21,686.04,686.06,5283.196,BNBUSDT
2026-09-02 23:00:00,686.07,688.0,683.8,687.61,4815.878,BNBUSDT
2026-09-03 00:00:00,687.62,689.0,686.1,686.1,5860.407,BNBUSDT
2026-09-03 01:00:00,686.11,687.94,684.65,687.73,3832.142,BNBUSDT
2026-09-03 02:00:00,687.73,687.98,686.0,687.14,2461.305,BNBUSDT
2026-09-03 03:00:00,687.15,687.95,685.45,686.61,2330.18,BNBUSDT
2026-09-03 04:00:00,686.61,688.0,686.3,687.52,2525.959,BNBUSDT
2026-09-03 05:00:00,687.52,688.54,687.1,687.12,2360.644,BNBUSDT
2026-09-03 06:00:00,687.12,687.32,685.45,686.18,1137.324,BNBUSDT
2026-09-03 07:00:00,686.19,688.99,685.73,688.84,1591.352,BNBUSDT
2026-09-03 08:00:00,688.82,689.92,686.67,687.3,2329.889,BNBUSDT
2026-09-03 09:00:00,687.29,692.07,686.24,690.1,4854.102,BNBUSDT
2026-09-03 10:00:00,690.09,695.0,689.8,694.26,3474.65,BNBUSDT
2026-09-03 11:00:00,694.26,694.33,691.75,692.6,2983.035,BNBUSDT
2026-09-03 12:00:00,692.6,694.73,691.94,694.73,3028.57,BNBUSDT
2026-09-03 13:00:00,694.73,695.48,689.77,695.37,3555.401,BNBUSDT
2026-09-03 14:00:00,695.37,698.71,694.8,697.75,4903.764,BNBUSDT
2026-09-03 15:00:00,697.75,699.45,696.9,697.96,5962.675,BNBUSDT
2026-09-03 16:00:00,697.96,703.25,697.95,701.26,8307.209,BNBUSDT
2026-09-03 17:00:00,701.27,703.06,700.43,700.79,4182.107,BNBUSDT
2026-09-03 18:00:00,700.78,705.99,700.51,705.27,8888.125,BNBUSDT
2026-09-03 19:00:00,705.28,715.57,704.86,711.43,20214.87,BNBUSDT
2026-09-03 20:00:00,711.43,715.14,710.51,713.73,8670.726,BNBUSDT
2026-09-03 21:00:00,713.72,714.72,708.66,711.66,10230.608,BNBUSDT
2026-09-03 22:00:00,711.66,722.65,711.0,722.26,17356.763,BNBUSDT
2026-09-03 23:00:00,722.26,728.0,718.34,727.56,17038.999,BNBUSDT
2026-09-04 00:00:00,727.62,727.98,718.82,722.02,12117.25,BNBUSDT
2026-09-04 01:00:00,722.03,722.79,719.67,721.9,6565.29,BNBUSDT
2026-09-04 02:00:00,721.9,723.11,719.97,722.31,3713.564,BNBUSDT
2026-09-04 03:00:00,722.3,725.0,721.3,724.59,3834.903,BNBUSDT
2026-09-04 04:00:00,724.6,724.93,722.43,724.16,3346.226,BNBUSDT
2026-09-04 05:00:00,724.17,727.58,723.32,724.97,3814.336,BNBUSDT
2026-09-04 06:00:00,724.97,725.52,720.58,723.65,4380.649,BNBUSDT
2026-09-04 07:00:00,723.65,725.43,723.31,725.22,2876.872,BNBUSDT
2026-09-04 08:00:00,725.22,729.9,721.54,721.66,9514.094,BNBUSDT
2026-09-04 09:00:00,721.66,723.78,718.22,722.3,9581.863,BNBUSDT
2026-09-04 10:00:00,722.3,724.32,720.27,724.2,3895.914,BNBUSDT
2026-09-04 11:00:00,724.21,725.19,723.51,723.54,3976.507,BNBUSDT
2026-09-04 12:00:00,723.54,729.36,723.53,726.01,6626.896,BNBUSDT
2026-09-04 13:00:00,726.02,726.62,723.13,724.83,4889.54,BNBUSDT
2026-09-04 14:00:00,724.83,725.39,719.81,720.35,4746.048,BNBUSDT
2026-09-04 15:00:00,720.35,722.45,714.11,714.5,10624.686,BNBUSDT
2026-09-04 16:00:00,714.51,719.49,713.75,719.08,7565.082,BNBUSDT
2026-09-04 17:00:00,719.08,720.78,717.3,718.8,5149.15,BNBUSDT
2026-09-04 18:00:00,718.81,718.91,718.04,718.64,471.975,BNBUSDT
2026-09-02 17:00:00,0.1948,0.1957,0.1934,0.1943,6013306.3,ADAUSDT
2026-09-02 18:00:00,0.1943,0.1943,0.192,0.1938,7612340.7,ADAUSDT
2026-09-02 19:00:00,0.1938,0.1951,0.193,0.195,2590270.6,ADAUSDT
2026-09-02 20:00:00,0.195,0.1955,0.1939,0.1941,4161818.7,ADAUSDT
2026-09-02 21:00:00,0.1941,0.1973,0.1937,0.1965,6527359.3,ADAUSDT
2026-09-02 22:00:00,0.1965,0.1973,0.1953,0.1953,3660183.1,ADAUSDT
2026-09-02 23:00:00,0.1953,0.1967,0.1943,0.1964,4019423.6,ADAUSDT
2026-09-03 00:00:00,0.1963,0.1971,0.1958,0.1958,3872397.7,ADAUSDT
2026-09-03 01:00:00,0.1959,0.197,0.1945,0.1966,3710436.0,ADAUSDT
2026-09-03 02:00:00,0.1966,0.1977,0.1963,0.1971,3811635.2,ADAUSDT
2026-09-03 03:00:00,0.197,0.1974,0.1964,0.1973,2363782.9,ADAUSDT
2026-09-03 04:00:00,0.1973,0.1991,0.1973,0.1984,6726513.4,ADAUSDT
2026-09-03 05:00:00,0.1983,0.1996,0.198,0.1989,3165376.3,ADAUSDT
2026-09-03 06:00:00,0.199,0.1991,0.1975,0.1989,3146392.4,ADAUSDT
2026-09-03 07:00:00,0.199,0.2012,0.1984,0.2012,4653270.7,ADAUSDT
2026-09-03 08:00:00,0.2012,0.2028,0.2002,0.2006,6252445.7,ADAUSDT
2026-09-03 09:00:00,0.2005,0.2078,0.1991,0.2048,19350927.4,ADAUSDT
2026-09-03 10:00:00,0.2048,0.2076,0.2039,0.207,7354801.7,ADAUSDT
2026-09-03 11:00:00,0.207,0.207,0.2043,0.2048,3725805.8,ADAUSDT
2026-09-03 12:00:00,0.2049,0.2073,0.2042,0.2073,4615008.2,ADAUSDT
2026-09-03 13:00:00,0.2074,0.2076,0.2035,0.2064,5363475.2,ADAUSDT
2026-09-03 14:00:00,0.2065,0.2065,0.2048,0.2049,3399851.1,ADAUSDT
2026-09-03 15:00:00,0.2049,0.2068,0.2048,0.2051,6611049.4,ADAUSDT
2026-09-03 16:00:00,0.2052,0.2096,0.2052,0.2081,10793616.6,ADAUSDT
2026-09-03 17:00:00,0.2082,0.2084,0.2062,0.2063,5356943.6,ADAUSDT
2026-09-03 18:00:00,0.2063,0.2078,0.2053,0.2078,7045275.9,ADAUSDT
2026-09-03 19:00:00,0.2078,0.2079,0.2066,0.2069,6455054.4,ADAUSDT
2026-09-03 20:00:00,0.2068,0.2096,0.2066,0.2089,8294267.4,ADAUSDT
2026-09-03 21:00:00,0.2089,0.211,0.2083,0.21,10587409.4,ADAUSDT
2026-09-03 22:00:00,0.21,0.2171,0.2095,0.2171,21142531.0,ADAUSDT
2026-09-03 23:00:00,0.2171,0.2209,0.2155,0.2206,23421245.3,ADAUSDT
2026-09-04 00:00:00,0.2207,0.2239,0.2196,0.2221,22075668.7,ADAUSDT
2026-09-04 01:00:00,0.2222,0.2238,0.221,0.2227,9250598.3,ADAUSDT
2026-09-04 02:00:00,0.2228,0.225,0.2213,0.2227,12882554.4,ADAUSDT
2026-09-04 03:00:00,0.2226,0.2235,0.2211,0.2226,5447463.6,ADAUSDT
2026-09-04 04:00:00,0.2225,0.2244,0.2213,0.2241,5471905.1,ADAUSDT
2026-09-04 05:00:00,0.224,0.2253,0.223,0.2233,6410316.5,ADAUSDT
2026-09-04 06:00:00,0.2234,0.2238,0.2186,0.221,12132699.2,ADAUSDT
2026-09-04 07:00:00,0.2211,0.2217,0.2202,0.2211,5584961.4,ADAUSDT
2026-09-04 08:00:00,0.2211,0.2219,0.2195,0.2196,8822589.1,ADAUSDT
2026-09-04 09:00:00,0.2197,0.2236,0.2182,0.2224,13939355.6,ADAUSDT
2026-09-04 10:00:00,0.2224,0.226,0.2212,0.2259,9918300.6,ADAUSDT
2026-09-04 11:00:00,0.2258,0.226,0.2236,0.224,8051361.9,ADAUSDT
2026-09-04 12:00:00,0.2241,0.2272,0.2226,0.2232,10741136.5,ADAUSDT
2026-09-04 13:00:00,0.2232,0.2232,0.2202,0.2213,8487703.6,ADAUSDT
2026-09-04 14:00:00,0.2212,0.2224,0.2202,0.2212,4354898.7,ADAUSDT
2026-09-04 15:00:00,0.2213,0.2226,0.2198,0.2201,6350414.0,ADAUSDT
2026-09-04 16:00:00,0.2202,0.223,0.2199,0.2229,6980514.6,ADAUSDT
2026-09-04 17:00:00,0.223,0.2249,0.2211,0.2211,10583654.2,ADAUSDT
2026-09-04 18:00:00,0.221,0.2213,0.2207,0.2211,810909.9,ADAUSDT
2026-09-02 17:00:00,99.01,99.34,98.2,98.64,93908.288,SOLUSDT
2026-09-02 18:00:00,98.63,98.67,97.45,98.23,172983.58,SOLUSDT
2026-09-02 19:00:00,98.22,98.28,97.38,98.12,90589.018,SOLUSDT
2026-09-02 20:00:00,98.11,98.51,97.65,97.7,64787.101,SOLUSDT
2026-09-02 21:00:00,97.71,99.67,97.7,99.21,124550.691,SOLUSDT
2026-09-02 22:00:00,99.21,99.8,98.91,98.92,104427.257,SOLUSDT
2026-09-02 23:00:00,98.92,99.53,98.47,99.33,112237.806,SOLUSDT
2026-09-03 00:00:00,99.33,99.81,98.78,98.81,105573.504,SOLUSDT
2026-09-03 01:00:00,98.81,99.33,98.21,99.33,101359.462,SOLUSDT
2026-09-03 02:00:00,99.33,99.69,99.17,99.52,66963.483,SOLUSDT
2026-09-03 03:00:00,99.52,99.64,99.07,99.43,38520.535,SOLUSDT
2026-09-03 04:00:00,99.43,100.03,99.34,99.71,87983.957,SOLUSDT
2026-09-03 05:00:00,99.72,99.85,99.44,99.66,38098.611,SOLUSDT
2026-09-03 06:00:00,99.66,99.77,99.21,99.54,41128.945,SOLUSDT
2026-09-03 07:00:00,99.54,100.53,99.42,100.43,57709.736,SOLUSDT
2026-09-03 08:00:00,100.44,100.46,99.5,99.52,76038.817,SOLUSDT
2026-09-03 09:00:00,99.52,100.62,99.23,100.17,101209.807,SOLUSDT
2026-09-03 10:00:00,100.16,101.34,99.96,101.11,119833.727,SOLUSDT
2026-09-03 11:00:00,101.12,101.2,100.2,100.51,98703.378,SOLUSDT
2026-09-03 12:00:00,100.52,100.99,100.08,100.98,73346.827,SOLUSDT
2026-09-03 13:00:00,100.99,101.04,99.72,100.87,94308.088,SOLUSDT
2026-09-03 14:00:00,100.88,101.0,100.59,100.89,57088.876,SOLUSDT
2026-09-03 15:00:00,100.9,101.39,100.28,100.41,116054.685,SOLUSDT
2026-09-03 16:00:00,100.41,101.13,100.39,100.63,65233.581,SOLUSDT
2026-09-03 17:00:00,100.64,100.8,100.12,100.17,63455.4,SOLUSDT
2026-09-03 18:00:00,100.16,100.49,99.93,100.44,68195.664,SOLUSDT
2026-09-03 19:00:00,100.44,100.99,100.33,100.81,74362.132,SOLUSDT
2026-09-03 20:00:00,100.8,101.84,100.63,101.67,133979.258,SOLUSDT
2026-09-03 21:00:00,101.68,102.02,101.11,101.49,116783.93,SOLUSDT
2026-09-03 22:00:00,101.49,104.86,101.25,104.81,342577.039,SOLUSDT
2026-09-03 23:00:00,104.81,105.66,103.78,105.17,396468.639,SOLUSDT
2026-09-04 00:00:00,105.17,105.19,103.85,104.56,188619.873,SOLUSDT
2026-09-04 01:00:00,104.57,105.21,104.4,105.1,114106.43,SOLUSDT
2026-09-04 02:00:00,105.1,105.28,104.63,105.22,79121.558,SOLUSDT
2026-09-04 03:00:00,105.22,105.91,105.05,105.28,108680.491,SOLUSDT
2026-09-04 04:00:00,105.29,105.47,104.76,104.91,82867.222,SOLUSDT
2026-09-04 05:00:00,104.91,105.72,104.77,105.2,103597.554,SOLUSDT
2026-09-04 06:00:00,105.19,105.32,103.66,104.15,106963.235,SOLUSDT
2026-09-04 07:00:00,104.15,104.24,103.83,103.94,74076.849,SOLUSDT
2026-09-04 08:00:00,103.95,104.33,103.44,103.48,141730.461,SOLUSDT
2026-09-04 09:00:00,103.49,103.87,103.24,103.81,78984.178,SOLUSDT
2026-09-04 10:00:00,103.81,103.82,103.34,103.79,59957.262,SOLUSDT
2026-09-04 11:00:00,103.79,104.14,103.71,103.72,38415.002,SOLUSDT
2026-09-04 12:00:00,103.72,104.37,103.6,103.91,64013.445,SOLUSDT
2026-09-04 13:00:00,103.9,104.06,103.46,103.71,56802.352,SOLUSDT
2026-09-04 14:00:00,103.7,104.06,103.34,103.62,48552.648,SOLUSDT
2026-09-04 15:00:00,103.62,104.05,103.55,103.6,121737.287,SOLUSDT
2026-09-04 16:00:00,103.61,104.51,103.21,104.39,155736.696,SOLUSDT
2026-09-04 17:00:00,104.39,104.79,103.97,104.06,122308.138,SOLUSDT
2026-09-04 18:00:00,104.07,104.14,103.96,104.08,6258.58,SOLUSDT
