timestamp,open,high,low,close,volume
2026-07-24 23:00:00,64055.11,64333.33,63858.0,64093.85,1939.18979
2026-07-25 00:00:00,64093.86,64200.0,63881.46,63958.0,529.35925
2026-07-25 00:00:00,64093.86,64200.0,63881.46,63958.0,529.35925
2026-07-25 01:00:00,63958.01,64202.91,63905.51,64180.0,525.47557
2026-07-25 01:00:00,63958.01,64202.91,63905.51,64180.0,525.47557
2026-07-25 01:00:00,63958.01,64202.91,63905.51,64180.0,525.47557
2026-07-25 02:00:00,64180.0,64290.1,64129.75,64272.0,390.98725
2026-07-25 02:00:00,64180.0,64290.1,64129.75,64272.0,390.98725
2026-07-25 02:00:00,64180.0,64290.1,64129.75,64272.0,390.98725
2026-07-25 02:00:00,64180.0,64290.1,64129.75,64272.0,390.98725
2026-07-25 03:00:00,64272.01,64292.44,64141.18,64225.32,579.59462
2026-07-25 03:00:00,64272.01,64292.44,64141.18,64225.32,579.59462
2026-07-25 03:00:00,64272.01,64292.44,64141.18,64225.32,579.59462
2026-07-25 03:00:00,64272.01,64292.44,64141.18,64225.32,579.59462
2026-07-25 03:00:00,64272.01,64292.44,64141.18,64225.32,579.59462
2026-07-25 04:00:00,64225.32,64288.02,64128.89,64170.23,214.82759
2026-07-25 04:00:00,64225.32,64288.02,64128.89,64170.23,214.82759
2026-07-25 04:00:00,64225.32,64288.02,64128.89,64170.23,214.82759
2026-07-25 04:00:00,64225.32,64288.02,64128.89,64170.23,214.82759
2026-07-25 04:00:00,64225.32,64288.02,64128.89,64170.23,214.82759
2026-07-25 05:00:00,64170.24,64258.73,64122.29,64155.0,651.81342
2026-07-25 05:00:00,64170.24,64258.73,64122.29,64155.0,651.81342
2026-07-25 05:00:00,64170.24,64258.73,64122.29,64155.0,651.81342
2026-07-25 05:00:00,64170.24,64258.73,64122.29,64155.0,651.81342
2026-07-25 05:00:00,64170.24,64258.73,64122.29,64155.0,651.81342
2026-07-25 06:00:00,64155.0,64216.27,64121.86,64169.01,587.59798
2026-07-25 06:00:00,64155.0,64216.27,64121.86,64169.01,587.59798
2026-07-25 06:00:00,64155.0,64216.27,64121.86,64169.01,587.59798
2026-07-25 06:00:00,64155.0,64216.27,64121.86,64169.01,587.59798
2026-07-25 06:00:00,64155.0,64216.27,64121.86,64169.01,587.59798
2026-07-25 07:00:00,64169.01,64187.4,64134.71,64139.99,412.95391
2026-07-25 07:00:00,64169.01,64187.4,64134.71,64139.99,412.95391
2026-07-25 07:00:00,64169.01,64187.4,64134.71,64139.99,412.95391
2026-07-25 07:00:00,64169.01,64187.4,64134.71,64139.99,412.95391
2026-07-25 07:00:00,64169.01,64187.4,64134.71,64139.99,412.95391
2026-07-25 08:00:00,64140.0,64179.03,64033.18,64073.61,386.54772
2026-07-25 08:00:00,64140.0,64179.03,64033.18,64073.61,386.54772
2026-07-25 08:00:00,64140.0,64179.03,64033.18,64073.61,386.54772
2026-07-25 08:00:00,64140.0,64179.03,64033.18,64073.61,386.54772
2026-07-25 08:00:00,64140.0,64179.03,64033.18,64073.61,386.54772
2026-07-25 09:00:00,64073.61,64160.0,64006.55,64068.01,493.07694
2026-07-25 09:00:00,64073.61,64160.0,64006.55,64068.01,493.07694
2026-07-25 09:00:00,64073.61,64160.0,64006.55,64068.01,493.07694
2026-07-25 09:00:00,64073.61,64160.0,64006.55,64068.01,493.07694
2026-07-25 09:00:00,64073.61,64160.0,64006.55,64068.01,493.07694
2026-07-25 10:00:00,64068.0,64099.99,64017.87,64052.0,479.58839
2026-07-25 10:00:00,64068.0,64099.99,64017.87,64052.0,479.58839
2026-07-25 10:00:00,64068.0,64099.99,64017.87,64052.0,479.58839
2026-07-25 10:00:00,64068.0,64099.99,64017.87,64052.0,479.58839
2026-07-25 10:00:00,64068.0,64099.99,64017.87,64052.0,479.58839
2026-07-25 11:00:00,64052.01,64105.61,64016.65,64085.36,469.51581
2026-07-25 11:00:00,64052.01,64105.61,64016.65,64085.36,469.51581
2026-07-25 11:00:00,64052.01,64105.61,64016.65,64085.36,469.51581
2026-07-25 11:00:00,64052.01,64105.61,64016.65,64085.36,469.51581
2026-07-25 11:00:00,64052.01,64105.61,64016.65,64085.36,469.51581
2026-07-25 12:00:00,64085.36,64205.67,64085.15,64181.46,171.38031
2026-07-25 12:00:00,64085.36,64205.67,64085.15,64181.46,171.38031
