timestamp,open,high,low,close,volume
2026-08-31 15:00:00,2438.66,2446.6,2436.17,2440.38,7598.4676
2026-08-31 16:00:00,2440.38,2449.69,2433.56,2446.14,10074.9945
2026-08-31 17:00:00,2446.15,2456.7,2443.03,2446.7,9353.1135
2026-08-31 18:00:00,2446.71,2456.9,2440.82,2455.63,12876.5817
2026-08-31 19:00:00,2455.64,2458.02,2444.02,2446.35,7395.4931
2026-08-31 20:00:00,2446.36,2464.27,2444.59,2451.55,13907.0494
2026-08-31 21:00:00,2451.55,2459.03,2437.05,2440.28,13172.5615
2026-08-31 22:00:00,2440.29,2475.0,2437.75,2467.56,24090.3456
2026-08-31 23:00:00,2467.57,2478.09,2458.28,2467.68,15473.6501
2026-09-01 00:00:00,2467.68,2477.24,2462.05,2469.2,11750.932
2026-09-01 01:00:00,2469.19,2477.37,2461.26,2475.42,9600.1435
2026-09-01 02:00:00,2475.41,2489.89,2468.98,2477.8,12840.7312
2026-09-01 03:00:00,2477.81,2489.95,2477.4,2481.84,12500.2288
2026-09-01 04:00:00,2481.84,2487.0,2470.06,2472.62,5780.9663
2026-09-01 05:00:00,2472.63,2483.51,2467.64,2478.27,6285.542
2026-09-01 06:00:00,2478.27,2480.91,2467.72,2469.45,3865.5252
2026-09-01 07:00:00,2469.45,2469.45,2462.0,2467.65,3915.7446
2026-09-01 08:00:00,2467.64,2477.55,2465.42,2471.61,6555.7578
2026-09-01 09:00:00,2471.62,2476.22,2458.18,2462.86,7182.2715
2026-09-01 10:00:00,2462.85,2465.34,2454.66,2465.08,7215.5597
2026-09-01 11:00:00,2465.09,2482.8,2463.3,2472.21,8543.4613
2026-09-01 12:00:00,2472.21,2478.2,2468.72,2470.02,5922.7902
2026-09-01 13:00:00,2470.02,2485.5,2468.73,2484.54,8773.2436
2026-09-01 14:00:00,2484.54,2484.55,2471.61,2471.61,6115.1352
2026-09-01 15:00:00,2471.61,2477.22,2466.57,2472.72,6434.0688
2026-09-01 16:00:00,2472.72,2473.62,2444.92,2448.17,21078.0254
2026-09-01 17:00:00,2448.18,2455.0,2443.44,2452.44,8281.8056
2026-09-01 18:00:00,2452.44,2463.55,2448.35,2456.97,9715.0517
2026-09-01 19:00:00,2456.97,2464.73,2452.77,2459.18,6384.3509
2026-09-01 20:00:00,2459.18,2459.32,2438.43,2446.61,12105.9852
2026-09-01 21:00:00,2446.62,2450.0,2426.58,2444.41,20969.2723
2026-09-01 22:00:00,2444.42,2457.64,2442.05,2449.29,16110.3873
2026-09-01 23:00:00,2449.3,2454.68,2435.0,2448.97,11376.7945
2026-09-02 00:00:00,2448.97,2449.6,2420.01,2432.83,15662.7999
2026-09-02 01:00:00,2432.83,2439.53,2416.85,2418.18,12086.2016
2026-09-02 02:00:00,2418.18,2421.98,2383.34,2412.83,36005.5501
2026-09-02 03:00:00,2412.83,2424.89,2412.24,2419.18,11583.273
2026-09-02 04:00:00,2419.19,2423.12,2413.07,2421.32,6994.2204
2026-09-02 05:00:00,2421.33,2423.39,2400.42,2415.46,11459.8559
2026-09-02 06:00:00,2415.46,2418.7,2405.85,2413.18,12277.7378
2026-09-02 07:00:00,2413.17,2427.15,2411.0,2418.57,7754.0827
2026-09-02 08:00:00,2418.58,2422.32,2405.87,2408.85,7274.2694
2026-09-02 09:00:00,2408.84,2415.0,2386.74,2399.32,14811.6916
2026-09-02 10:00:00,2399.32,2411.01,2395.0,2409.92,9401.4828
2026-09-02 11:00:00,2409.93,2424.3,2408.64,2414.42,12151.7278
