timestamp,open,high,low,close,volume
2026-08-31 15:00:00,78093.88,78322.56,78034.01,78196.01,716.03378
2026-08-31 16:00:00,78196.01,78521.89,77982.0,78480.8,782.74546
2026-08-31 17:00:00,78480.79,78802.0,78396.35,78511.03,624.76686
2026-08-31 18:00:00,78511.03,78732.0,78316.91,78710.01,576.71834
2026-08-31 19:00:00,78710.02,78710.02,78302.0,78315.43,482.35572
2026-08-31 20:00:00,78315.43,78543.86,77675.04,77930.39,816.61258
2026-08-31 21:00:00,77930.4,78282.0,77716.75,77867.39,1083.2716
2026-08-31 22:00:00,77867.39,78686.94,77746.6,78600.14,1368.66274
2026-08-31 23:00:00,78601.93,78777.9,78212.3,78580.42,1119.65651
2026-09-01 00:00:00,78580.43,78884.48,78524.0,78639.57,576.26452
2026-09-01 01:00:00,78639.57,79019.86,78494.0,78897.36,604.69852
2026-09-01 02:00:00,78897.35,79212.0,78779.24,79016.0,473.51591
2026-09-01 03:00:00,79016.01,79250.0,78851.93,78898.06,423.46335
2026-09-01 04:00:00,78898.06,79172.0,78784.32,78864.72,366.68341
2026-09-01 05:00:00,78864.73,79071.12,78732.22,78964.32,404.71113
2026-09-01 06:00:00,78964.33,79015.83,78579.3,78593.15,346.21313
2026-09-01 07:00:00,78593.15,78593.61,78405.01,78581.29,376.54265
2026-09-01 08:00:00,78581.3,78900.01,78562.0,78652.0,522.70913
2026-09-01 09:00:00,78652.0,78797.99,78375.83,78410.62,440.9443
2026-09-01 10:00:00,78410.62,78457.55,78189.93,78449.99,524.89493
2026-09-01 11:00:00,78449.99,78874.0,78400.18,78679.01,542.2064
2026-09-01 12:00:00,78679.01,78915.09,78653.96,78727.11,444.12648
2026-09-01 13:00:00,78727.11,79220.61,78727.11,79179.99,546.96321
2026-09-01 14:00:00,79179.99,79179.99,78745.38,78745.39,464.70536
2026-09-01 15:00:00,78745.39,78806.0,78500.0,78632.37,405.713
2026-09-01 16:00:00,78632.37,78658.01,77820.0,77883.28,939.11065
2026-09-01 17:00:00,77883.28,78062.24,77786.18,77915.0,951.34245
2026-09-01 18:00:00,77915.0,78196.0,77758.69,78029.67,423.94155
2026-09-01 19:00:00,78029.67,78202.52,77890.0,78098.97,337.44732
2026-09-01 20:00:00,78098.96,78156.0,77742.01,78004.0,474.45626
2026-09-01 21:00:00,78004.01,78202.0,77510.0,78071.99,1285.21254
2026-09-01 22:00:00,78072.0,78424.0,78052.0,78167.99,800.55583
2026-09-01 23:00:00,78168.0,78169.69,77727.61,77919.06,560.10608
2026-09-02 00:00:00,77919.07,77976.0,77318.0,77596.01,692.23833
2026-09-02 01:00:00,77596.01,77721.26,77241.12,77265.79,484.76204
2026-09-02 02:00:00,77265.79,77319.64,76420.0,77153.9,1485.89835
2026-09-02 03:00:00,77153.89,77466.55,77112.0,77312.0,445.04268
2026-09-02 04:00:00,77312.0,77471.9,77236.48,77448.45,266.37627
2026-09-02 05:00:00,77448.46,77516.3,76920.36,77211.32,414.9871
2026-09-02 06:00:00,77211.32,77364.01,77030.0,77274.02,335.29844
2026-09-02 07:00:00,77274.02,77638.18,77218.0,77439.0,341.60079
2026-09-02 08:00:00,77439.01,77512.0,77132.0,77213.25,352.51719
2026-09-02 09:00:00,77213.24,77372.0,76718.48,77020.68,661.59711
2026-09-02 10:00:00,77020.67,77343.74,76948.97,77329.2,437.17945
